Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Arquivo
1980-12-12 00:00:00-05:00,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09859661012887955,469033600,0.0,0.0,AAPL
1980-12-15 00:00:00-05:00,0.09388143863924236,0.09388143863924236,0.09345278143882751,0.09345278143882751,175884800,0.0,0.0,AAPL
1980-12-16 00:00:00-05:00,0.08702221242959864,0.08702221242959864,0.08659356087446213,0.08659356087446213,105728000,0.0,0.0,AAPL
1980-12-17 00:00:00-05:00,0.08873681724071503,0.08916547445726596,0.08873681724071503,0.08873681724071503,86441600,0.0,0.0,AAPL
1980-12-18 00:00:00-05:00,0.09130948781967163,0.09173813918020261,0.09130948781967163,0.09130948781967163,73449600,0.0,0.0,AAPL
1980-12-19 00:00:00-05:00,0.09688200801610947,0.09731066520586809,0.09688200801610947,0.09688200801610947,48630400,0.0,0.0,AAPL
1980-12-22 00:00:00-05:00,0.10159718245267868,0.10202660645968069,0.10159718245267868,0.10159718245267868,37363200,0.0,0.0,AAPL
1980-12-23 00:00:00-05:00,0.10588449984788895,0.10631315696125754,0.10588449984788895,0.10588449984788895,46950400,0.0,0.0,AAPL
1980-12-24 00:00:00-05:00,0.11145700514316559,0.11188566224562167,0.11145700514316559,0.11145700514316559,48003200,0.0,0.0,AAPL
1980-12-26 00:00:00-05:00,0.1217455193400383,0.12217417660258684,0.1217455193400383,0.1217455193400383,55574400,0.0,0.0,AAPL
1980-12-29 00:00:00-05:00,0.12346014380455017,0.12388880109092155,0.12346014380455017,0.12346014380455017,93161600,0.0,0.0,AAPL
1980-12-30 00:00:00-05:00,0.12088823977195326,0.12088823977195326,0.12045959383249283,0.12045959383249283,68880000,0.0,0.0,AAPL
1980-12-31 00:00:00-05:00,0.11745900224334035,0.11745900224334035,0.11703034490346909,0.11703034490346909,35750400,0.0,0.0,AAPL
1981-01-02 00:00:00-05:00,0.11831625550985336,0.11917356982754314,0.11831625550985336,0.11831625550985336,21660800,0.0,0.0,AAPL
1981-01-05 00:00:00-05:00,0.11617303550592145,0.11617303550592145,0.11574438959360123,0.11574438959360123,35728000,0.0,0.0,AAPL
1981-01-06 00:00:00-05:00,0.11102836124019708,0.11102836124019708,0.11059970408678055,0.11059970408678055,45158400,0.0,0.0,AAPL
1981-01-07 00:00:00-05:00,0.10631315696125754,0.10631315696125754,0.10588449984788895,0.10588449984788895,55686400,0.0,0.0,AAPL
1981-01-08 00:00:00-05:00,0.10416988917402756,0.10416988917402756,0.10374124348163605,0.10374124348163605,39827200,0.0,0.0,AAPL
1981-01-09 00:00:00-05:00,0.1093137338757515,0.10974239098917885,0.1093137338757515,0.1093137338757515,21504000,0.0,0.0,AAPL
1981-01-12 00:00:00-05:00,0.10931376565070666,0.10931376565070666,0.10845646262168884,0.10845646262168884,23699200,0.0,0.0,AAPL
1981-01-13 00:00:00-05:00,0.10502719418905825,0.10502719418905825,0.10459853708744049,0.10459853708744049,23049600,0.0,0.0,AAPL
1981-01-14 00:00:00-05:00,0.1050272211432457,0.10545587835487405,0.1050272211432457,0.1050272211432457,14291200,0.0,0.0,AAPL
1981-01-15 00:00:00-05:00,0.10717052221298218,0.10802782540085541,0.10717052221298218,0.10717052221298218,14067200,0.0,0.0,AAPL
1981-01-16 00:00:00-05:00,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,13395200,0.0,0.0,AAPL
1981-01-19 00:00:00-05:00,0.11274300515651703,0.11317166241163786,0.11274300515651703,0.11274300515651703,41574400,0.0,0.0,AAPL
1981-01-20 00:00:00-05:00,0.10974239098917885,0.10974239098917885,0.1093137338757515,0.1093137338757515,30083200,0.0,0.0,AAPL
1981-01-21 00:00:00-05:00,0.11145700514316559,0.11231430790104323,0.11145700514316559,0.11145700514316559,15904000,0.0,0.0,AAPL
1981-01-22 00:00:00-05:00,0.11274300515651703,0.1136003196667587,0.11274300515651703,0.11274300515651703,35548800,0.0,0.0,AAPL
1981-01-23 00:00:00-05:00,0.11274297825354557,0.11317163540637931,0.11231432110071182,0.11231432110071182,11222400,0.0,0.0,AAPL
1981-01-26 00:00:00-05:00,0.11102836124019708,0.11102836124019708,0.11059970408678055,0.11059970408678055,24640000,0.0,0.0,AAPL
1981-01-27 00:00:00-05:00,0.11059972843063347,0.11059972843063347,0.1097424253821373,0.1097424253821373,23699200,0.0,0.0,AAPL
1981-01-28 00:00:00-05:00,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,28156800,0.0,0.0,AAPL
1981-01-29 00:00:00-05:00,0.10288393041508499,0.10288393041508499,0.102455273270607,0.102455273270607,43904000,0.0,0.0,AAPL
1981-01-30 00:00:00-05:00,0.0977393223956267,0.0977393223956267,0.09688200801610947,0.09688200801610947,46188800,0.0,0.0,AAPL
1981-02-02 00:00:00-05:00,0.09173813918020261,0.09173813918020261,0.09130948781967163,0.09130948781967163,23766400,0.0,0.0,AAPL
1981-02-03 00:00:00-05:00,0.09473875910043716,0.09516741063065036,0.09473875910043716,0.09473875910043716,19152000,0.0,0.0,AAPL
1981-02-04 00:00:00-05:00,0.09816797822713852,0.09859662396392956,0.09816797822713852,0.09816797822713852,27865600,0.0,0.0,AAPL
1981-02-05 00:00:00-05:00,0.09816797822713852,0.09902528114775729,0.09816797822713852,0.09816797822713852,7929600,0.0,0.0,AAPL
