Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Arquivo
1999-01-22 00:00:00-05:00,0.04011599706581459,0.04477220277714604,0.035578994511009425,0.03760909289121628,2714688000,0.0,0.0,NVDA
1999-01-25 00:00:00-05:00,0.04059372290489335,0.04202597806065865,0.03760909398371114,0.04154917225241661,510480000,0.0,0.0,NVDA
1999-01-26 00:00:00-05:00,0.04202598081319058,0.042862227055495604,0.037728296198894125,0.038325224071741104,343200000,0.0,0.0,NVDA
1999-01-27 00:00:00-05:00,0.03844442516079815,0.03939987460413053,0.03629512676196345,0.03820602223277092,244368000,0.0,0.0,NVDA
1999-01-28 00:00:00-05:00,0.03820602633226299,0.038444429285870774,0.03784750474406984,0.03808590769767761,227520000,0.0,0.0,NVDA
1999-01-29 00:00:00-05:00,0.03808588835417333,0.038206006927751494,0.03629511222243309,0.03629511222243309,244032000,0.0,0.0,NVDA
1999-02-01 00:00:00-05:00,0.036295124225612,0.037250570186319255,0.036295124225612,0.037012167274951935,154704000,0.0,0.0,NVDA
1999-02-02 00:00:00-05:00,0.036295131397197714,0.037250577546692386,0.03307209542123039,0.0341467447578907,264096000,0.0,0.0,NVDA
1999-02-03 00:00:00-05:00,0.033669019517226985,0.03534059321554572,0.03342969772055992,0.03486286848783493,75120000,0.0,0.0,NVDA
1999-02-04 00:00:00-05:00,0.03534058146775733,0.037728285446975963,0.03486285689885002,0.03677283972501755,181920000,0.0,0.0,NVDA
1999-02-05 00:00:00-05:00,0.03736976822114911,0.03820601431933134,0.03641523784113603,0.03784749284386635,136848000,0.0,0.0,NVDA
1999-02-08 00:00:00-05:00,0.03808590578274172,0.038206024411287606,0.036534447222948074,0.036534447222948074,154080000,0.0,0.0,NVDA
1999-02-09 00:00:00-05:00,0.03725058624196015,0.03748899267194178,0.03462356217274672,0.03510128706693649,86976000,0.0,0.0,NVDA
1999-02-10 00:00:00-05:00,0.035101276495569586,0.036056722580341205,0.03414674244474981,0.034743670374155045,148224000,0.0,0.0,NVDA
1999-02-11 00:00:00-05:00,0.03486287580408302,0.03916056152413644,0.03486287580408302,0.03772830590605736,132240000,0.0,0.0,NVDA
1999-02-12 00:00:00-05:00,0.03820601666775632,0.04011599641060539,0.03820601666775632,0.03987759351730347,109728000,0.0,0.0,NVDA
1999-02-16 00:00:00-05:00,0.040593748244242084,0.04226532621307706,0.03605673930970331,0.040116023272275925,211008000,0.0,0.0,NVDA
1999-02-17 00:00:00-05:00,0.03916055071562205,0.039638275411732656,0.03725057079674221,0.03796669840812683,67728000,0.0,0.0,NVDA
1999-02-18 00:00:00-05:00,0.039160556001361375,0.0396382807619534,0.03748898218799014,0.03856363147497177,70704000,0.0,0.0,NVDA
1999-02-19 00:00:00-05:00,0.03820601666775632,0.04059372106268713,0.037728292015674576,0.03987759351730347,75360000,0.0,0.0,NVDA
1999-02-22 00:00:00-05:00,0.040593748244242084,0.04107147321620824,0.03796672033147479,0.040116023272275925,205248000,0.0,0.0,NVDA
1999-02-23 00:00:00-05:00,0.041071460013177186,0.04286223722487893,0.038683754787002866,0.04202599078416824,138096000,0.0,0.0,NVDA
1999-02-24 00:00:00-05:00,0.04823455470019728,0.0501454497263024,0.044294476953327055,0.04536912590265274,612768000,0.0,0.0,NVDA
1999-02-25 00:00:00-05:00,0.047280045041075566,0.04871230415344223,0.04321984662980476,0.043936893343925476,149136000,0.0,0.0,NVDA
1999-02-26 00:00:00-05:00,0.044414616642411225,0.04584687228875434,0.04154918648389068,0.04190679267048836,172608000,0.0,0.0,NVDA
1999-03-01 00:00:00-05:00,0.042981436228554395,0.043936885772148826,0.04011600646347924,0.04214610531926155,92160000,0.0,0.0,NVDA
1999-03-02 00:00:00-05:00,0.042025967599262214,0.04226528930932919,0.041071437354866853,0.041787564754486084,55248000,0.0,0.0,NVDA
1999-03-03 00:00:00-05:00,0.04202597804254885,0.04202597804254885,0.03868374305869686,0.03892214596271515,61392000,0.0,0.0,NVDA
1999-03-04 00:00:00-05:00,0.04083213428478984,0.04107145610410794,0.03772830155933712,0.03808590769767761,57360000,0.0,0.0,NVDA
1999-03-05 00:00:00-05:00,0.038444415494234004,0.0403543950350368,0.038444415494234004,0.04023519530892372,78768000,0.0,0.0,NVDA
1999-03-08 00:00:00-05:00,0.03916055491807066,0.04202598453667043,0.038444427229836015,0.04083213210105896,75888000,0.0,0.0,NVDA
1999-03-09 00:00:00-05:00,0.040712934419727544,0.04274303327550986,0.040712934419727544,0.04214610531926155,143184000,0.0,0.0,NVDA
1999-03-10 00:00:00-05:00,0.04274302870784858,0.04274302870784858,0.04083212982486468,0.0414290577173233,235344000,0.0,0.0,NVDA
1999-03-11 00:00:00-05:00,0.04071293357425893,0.04142906128422916,0.03963828086853027,0.03963828086853027,54288000,0.0,0.0,NVDA
1999-03-12 00:00:00-05:00,0.03987759530982669,0.03987759530982669,0.038206018385141094,0.03892214596271515,90768000,0.0,0.0,NVDA
1999-03-15 00:00:00-05:00,0.03987759342874468,0.04107144562355882,0.03963827167049634,0.040593720972537994,108816000,0.0,0.0,NVDA
1999-03-16 00:00:00-05:00,0.04083213010532647,0.04130985482935377,0.03892215007483353,0.03928067162632942,79152000,0.0,0.0,NVDA
1999-03-17 00:00:00-05:00,0.039638271316372424,0.04035439885376794,0.03856362228547372,0.03951907157897949,51360000,0.0,0.0,NVDA
1999-03-18 00:00:00-05:00,0.039638270454707386,0.040593719727443404,0.03868374004741903,0.03999679535627365,46320000,0.0,0.0,NVDA
1999-03-19 00:00:00-05:00,0.039877620219339424,0.041309876269144744,0.039877620219339424,0.040116023272275925,105312000,0.0,0.0,NVDA
1999-03-22 00:00:00-05:00,0.04095132895135665,0.04107144756095651,0.03892214596271515,0.03892214596271515,36672000,0.0,0.0,NVDA
1999-03-23 00:00:00-05:00,0.03916055504343583,0.03916055504343583,0.03581831953242088,0.036534447222948074,163968000,0.0,0.0,NVDA
1999-03-24 00:00:00-05:00,0.03629511222243309,0.03653443050434577,0.03486285408094006,0.03629511222243309,60864000,0.0,0.0,NVDA
1999-03-25 00:00:00-05:00,0.03617591202228479,0.03820601001588327,0.03605670888845934,0.03677283972501755,40320000,0.0,0.0,NVDA
1999-03-26 00:00:00-05:00,0.037250566138315004,0.04011599509107539,0.037250566138315004,0.03999679535627365,88272000,0.0,0.0,NVDA
1999-03-29 00:00:00-05:00,0.04119065776467323,0.0421461038593132,0.04047452664878074,0.04119065776467323,65952000,0.0,0.0,NVDA
